"token","n","joy","anger","anticipation","disgust","fear","sadness","surprise","trust","negative","positive"
"intimacion",1,0,0,0,0,0,0,0,0,0,0
"intimamente",1,1,0,1,0,1,0,0,0,0,0
"intimidacion",1,0,1,0,0,1,0,0,0,1,0
"intimidad",1,0,0,0,0,0,0,0,0,0,0
"intimidar",1,0,0,0,0,1,0,0,0,1,0
"intimo",1,1,0,1,0,0,0,0,1,0,1
"intitulado",1,0,0,0,0,0,1,0,0,1,0
"intolerable",1,0,1,0,0,0,0,0,0,1,0
"intolerancia",1,0,1,0,1,1,0,0,0,1,0
"intolerante",1,0,1,0,1,1,1,0,0,1,0
"intoxicacion",1,0,0,0,0,0,0,0,0,0,0
"intramuros",1,0,0,0,0,0,0,0,0,0,0
"intransigente",1,0,0,0,0,0,0,0,0,0,0
"intratable",1,0,1,0,0,0,0,0,0,1,0
"intrepido",1,0,0,0,0,0,0,0,0,0,1
"intriga",1,0,0,1,0,1,0,1,0,1,0
"intrigante",1,0,0,0,0,0,0,0,0,0,0
"intrincado",1,0,0,0,0,0,0,0,0,0,0
"intrinsecamente",1,0,0,0,0,0,0,0,0,0,0
"intrinseco",1,0,0,0,0,0,0,0,0,0,0
"introduccion",1,0,0,0,0,0,0,0,0,0,0
"introductorio",1,0,0,0,0,0,0,0,0,0,0
"intromision",1,0,0,0,0,0,0,0,0,0,0
"introspeccion",1,0,0,0,0,0,0,0,0,0,0
"introspectivo",1,0,0,0,0,0,0,0,0,0,0
"intrusion",1,0,0,0,0,1,0,0,0,1,0
"intruso",2,0,1,0,1,1,0,1,0,1,0
"intuicion",1,0,0,0,0,0,0,0,1,0,1
"intuitivamente",1,0,0,1,0,0,0,0,0,0,0
"intuitivo",1,0,0,0,0,0,0,0,0,0,1
"inundacion",2,0,0,0,0,1,0,0,0,0,0
"inundado",1,0,0,0,0,0,0,0,0,0,0
"inusual",1,0,0,0,0,0,0,0,0,0,0
"inutil",2,0,0,0,0,0,1,0,0,1,0
"invadir",2,0,1,0,0,1,1,1,0,1,0
"invalidacion",1,0,0,0,0,0,0,0,0,1,0
"invalidar",1,0,0,0,0,0,0,0,0,1,0
"invalidez",1,0,0,0,0,0,0,0,0,1,0
"invalido",1,0,0,0,0,0,1,0,0,0,0
"invariablemente",1,0,0,0,0,0,0,0,0,0,1
"invasion",2,0,1,0,0,1,0,0,0,1,0
"invasor",1,0,1,0,0,1,1,0,0,1,0
"invencible",1,0,0,0,0,0,0,0,0,0,0
"invencion",1,0,0,0,0,0,0,0,0,0,0
"inventar",1,0,0,0,0,0,0,0,0,0,0
"inventario",1,0,0,0,0,0,0,0,0,0,0
"inventivo",1,0,0,0,0,0,0,0,0,0,1
"inventor",1,0,0,0,0,0,0,0,0,0,1
"invernadero",1,0,0,0,0,0,0,0,0,0,0
"invernal",1,0,0,0,0,0,0,0,0,0,0
"inversamente",1,0,0,0,0,0,0,0,0,0,0
"inversion",2,0,1,0,1,0,0,1,0,1,0
"inverso",1,0,0,0,0,0,0,0,0,0,0
"inversor",1,0,0,0,0,0,0,0,0,0,0
"invertido",1,0,0,0,0,0,0,0,0,0,0
"invertir",1,0,0,0,0,0,0,0,0,0,0
"investigacion",2,0,0,1,0,0,0,0,0,0,0
"investigador",2,0,0,0,0,0,0,0,0,0,1
"investigar",2,0,0,0,0,0,0,0,0,0,1
"inviable",1,0,0,0,0,0,0,0,0,0,0
"invicto",1,1,0,1,0,0,1,1,0,1,1
"invierno",1,0,0,0,0,0,0,0,0,0,0
"invisibilidad",1,0,0,0,0,0,0,0,0,0,0
"invisible",2,0,0,0,0,0,0,0,0,0,0
"invitacion",1,0,0,1,0,0,0,0,0,0,1
"invitado",1,0,0,0,0,0,0,0,0,0,0
"invitar",1,1,0,1,0,0,0,1,1,0,1
"invocacion",1,0,0,1,0,0,0,0,1,0,0
"invocar",1,0,0,1,0,0,0,0,0,0,0
"involucion",1,0,1,0,0,0,0,0,0,1,0
"involuntario",4,0,0,0,0,0,0,1,0,1,0
"inyeccion",1,0,0,0,0,1,0,0,0,0,0
"inyectar",1,0,0,0,0,0,0,0,0,0,0
"iota",1,0,0,0,0,0,0,0,0,0,0
"ir a tientas",1,0,1,0,1,1,0,0,0,1,0
"ira",2,0,1,0,0,1,0,0,0,1,0
"iridiscente",1,0,0,0,0,0,0,0,0,0,0
"iris",1,0,0,0,0,1,0,0,0,0,0
"ironia",1,0,0,0,0,0,0,0,0,0,0
"ironico",1,0,0,0,0,0,0,0,0,0,0
"irracional",1,0,0,0,1,1,0,0,0,1,0
"irracionalidad",1,0,0,0,0,0,0,0,0,1,0
"irradiacion",1,0,0,0,0,0,0,0,0,0,0
"irradiar",1,0,0,0,0,0,0,0,0,0,1
"irreal",1,0,0,0,0,0,0,0,0,0,0
"irreconciliable",1,0,1,0,0,1,1,0,0,1,0
"irreducible",1,0,0,0,0,0,0,0,0,0,1
"irrefutable",1,0,0,0,0,0,0,0,1,0,1
"irregular",1,0,0,0,0,0,0,0,0,1,0
"irregularidad",1,0,0,0,0,0,0,0,0,1,0
"irregularmente",1,0,0,0,0,0,0,0,0,0,0
"irrelevante",1,0,0,0,0,0,0,0,0,1,0
"irreparable",1,0,0,0,0,1,1,0,0,1,0
"irreprimible",1,0,0,0,0,0,0,0,0,0,0
"irresistible",1,0,0,0,0,0,0,0,0,0,0
"irresoluto",1,0,0,1,0,0,0,0,0,0,0
"irrespetuoso",1,0,1,0,1,1,1,0,0,1,0
"irresponsable",1,0,0,0,0,0,0,0,0,1,0
"irrestricto",1,0,0,0,0,0,0,0,0,0,0
"irreverente",1,0,0,0,0,0,0,0,0,1,0
"irreversible",1,0,0,0,0,0,0,0,0,0,0
"irrevocable",1,0,0,0,0,0,0,0,0,1,0
"irrigacion",1,0,0,0,0,0,0,0,0,0,0
"irrigar",1,0,0,0,0,0,0,0,0,0,0
"irritabilidad",1,0,1,0,0,0,0,0,0,1,0
"irritable",1,0,1,0,0,0,0,0,0,1,0
"irritacion",1,0,1,0,1,0,1,0,0,1,0
"irritante",2,0,1,0,1,0,0,0,0,1,0
"irrompible",1,0,0,0,0,0,0,0,0,0,1
"isla",2,0,0,0,0,0,0,0,0,0,0
"isla de cos",1,0,0,0,0,0,0,0,0,0,0
"isleta",1,0,0,0,0,0,0,0,0,0,0
"isomorfismo",1,0,0,0,0,0,0,0,0,0,0
"isotermico",1,0,0,0,0,0,0,0,0,0,0
"iteracion",1,0,0,0,0,0,0,0,0,0,0
"iterar",1,0,0,0,0,0,0,0,0,0,0
"iterativo",1,0,0,0,0,0,0,0,0,0,0
"itinerante",1,0,0,0,0,0,0,0,0,0,0
"itinerario",1,0,0,0,0,0,0,0,0,0,0
"iva",1,0,0,0,0,0,0,0,0,0,0
"izar",1,0,0,0,0,0,0,0,0,0,0
"izquierda",1,0,0,0,0,0,0,0,0,0,0
"jabali",1,0,0,0,0,0,0,0,0,0,0
"jabalina",1,0,0,0,0,0,0,0,0,0,0
"jabon",1,0,0,0,0,0,0,0,0,0,0
"jabonoso",1,0,0,0,0,0,0,0,0,0,0
"jacinto",1,0,0,0,0,0,0,0,0,0,0
"jack",1,0,0,0,0,0,0,0,0,0,0
"jactancia",1,0,0,0,0,0,0,0,0,1,0
"jactarse",1,0,0,0,0,0,0,0,0,1,0
"jade",1,0,0,0,0,0,0,0,0,0,0
"jadeando",1,0,0,0,0,1,0,0,0,1,0
"jadear",1,0,0,0,0,0,0,1,0,0,0
"jaguar",1,0,0,0,0,0,0,0,0,0,0
"jalar",1,0,0,0,0,0,0,0,0,0,1
"jamon",2,0,0,0,0,0,0,0,0,0,0
"japon",1,0,0,0,0,0,0,0,0,0,0
"jarabe",1,0,0,0,0,0,0,0,0,0,0
"jaranear",1,1,0,0,0,0,0,0,0,0,1
"jardin",1,1,0,0,0,0,0,0,0,0,1
"jardin de infancia",1,0,0,0,0,0,0,0,0,0,0
"jardineria",1,0,0,0,0,0,0,0,0,0,0
"jardinero",1,0,0,0,0,0,0,0,0,0,0
"jardines",1,0,0,0,0,0,0,0,0,0,0
"jarra",1,0,0,0,0,0,0,0,0,0,0
"jarron",1,0,0,0,0,0,0,0,0,0,0
"jaspe",1,0,0,0,0,0,0,0,0,0,0
"jaspeado",2,0,0,0,0,0,0,0,0,0,0
"jaula",1,0,0,0,0,0,1,0,0,1,0
"jefe",3,0,0,0,0,0,0,0,0,0,1
"jengibre",1,0,0,0,0,0,0,0,0,0,0
"jenny",1,0,0,0,0,0,0,0,0,0,0
"jerarquico",1,0,0,0,0,0,0,0,0,0,0
"jerez",1,0,0,0,0,0,0,0,0,0,0
"jerga",3,0,0,0,0,0,0,0,0,1,0
"jeringuilla",1,0,0,0,0,1,0,0,0,0,0
"jersey",1,0,0,0,0,0,0,0,0,0,0
"jinete",2,0,0,0,0,0,0,0,0,0,1
"jirafa",1,0,0,0,0,0,0,0,0,0,0
"jockey",1,0,0,0,0,0,0,0,0,0,0
"jornada",1,0,0,0,0,0,0,0,0,1,0
"joroba",1,0,0,0,0,0,0,0,0,0,0
"jota",1,0,0,0,0,0,0,0,0,0,0
"jovial",1,1,0,0,0,0,0,0,0,0,1
"joya",2,1,0,0,0,0,0,0,0,0,1
"joyas",1,0,0,0,0,0,0,0,0,0,0
"joyero",1,0,0,0,0,0,0,0,0,0,0
"juan",1,0,0,0,1,0,0,0,0,1,0
"jubilacion",2,1,0,1,0,1,1,0,1,1,1
"jubilado",1,0,0,0,0,0,0,0,0,0,0
"jubiloso",2,1,0,0,0,0,0,1,1,0,1
"judicial",2,0,0,1,0,0,0,0,1,0,1
"juego",3,0,0,1,0,0,0,1,0,1,0
"juego de azar",1,0,0,0,0,0,0,0,0,0,0
"juego de croquet",1,0,0,0,0,0,0,0,0,0,0
"juego de damas",1,0,0,0,0,0,0,0,0,0,0
"juerga",2,0,0,0,0,0,0,0,0,1,0
"juez",1,0,0,0,0,0,0,0,0,0,0
"juez de instruccion",1,0,0,0,0,0,0,0,0,1,0
"jugador",2,0,0,1,0,0,0,1,0,1,0
"jugar",1,0,0,0,0,0,0,0,0,1,0
"juglar",1,0,0,0,0,0,0,0,0,0,0
"jugo",1,0,0,0,0,0,0,0,0,0,0
"jugoso",1,0,0,0,0,0,0,0,0,0,0
"juguete",1,0,0,0,0,0,0,0,0,0,0
"jugueton",1,1,1,0,0,0,0,1,1,0,1
"juicio",1,0,0,0,0,0,0,1,0,0,0
"juicioso",1,0,0,0,0,0,0,0,1,0,1
"jumbo",1,0,0,0,0,0,0,0,0,0,0
"juncia",1,0,0,0,0,0,0,0,0,0,0
"junco",1,0,0,0,0,0,0,0,0,0,0
"junior",1,0,0,0,0,0,0,0,0,0,0
"junta",2,0,0,1,0,0,0,0,0,1,0
"juntarse",1,0,0,0,0,0,0,0,1,0,0
"junto a",1,0,0,0,0,0,0,0,0,0,0
"jurado",1,0,0,0,0,0,0,0,1,0,0
"juramento",1,0,0,0,0,0,0,0,1,0,1
"jurando",1,0,0,0,0,0,0,0,0,0,0
"jurar",1,0,0,0,0,0,0,0,1,0,1
"juridico",1,0,0,0,0,0,0,0,0,0,0
"jurisdiccion",1,0,0,0,0,0,0,0,0,0,0
"jurisprudencia",1,0,0,0,0,0,1,0,0,0,0
"jurista",1,0,0,0,0,0,0,0,1,0,0
"justa",1,0,0,0,0,0,0,0,0,0,1
"justamente",1,0,0,0,0,0,0,0,1,0,1
"justicia",1,0,0,0,0,0,0,0,1,0,1
"justificable",1,0,0,0,0,0,0,0,1,0,1
"justificacion",1,0,0,0,0,0,0,0,0,0,1
"justificar",2,0,0,0,0,0,0,0,1,0,0
"justo",1,0,0,0,0,0,0,0,0,0,1
"juvenil",1,0,0,0,0,0,0,0,0,1,0
"juventud",1,1,1,1,0,1,0,1,0,0,1
"juzgar",2,0,0,0,0,1,0,0,0,1,0
"kan",1,0,0,0,0,1,0,0,1,0,0
"kanji",1,0,0,0,0,0,0,0,0,0,0
"karma",1,0,0,0,0,0,0,0,0,0,0
"kayac",1,0,0,0,0,0,0,0,0,0,0
"kilogramo",1,0,0,0,0,0,0,0,0,0,0
"kilometraje",1,0,0,0,0,0,0,0,0,0,0
"kilometro",1,0,0,0,0,0,0,0,0,0,0
"kimono",1,0,0,0,0,0,0,0,0,0,0
"kiosko",1,0,0,0,0,0,0,0,0,0,0
"kris",1,0,0,0,0,0,0,0,0,0,0
"la carretera",1,0,0,0,0,0,0,0,0,0,0
"la democracia",1,0,0,0,0,0,0,0,0,0,1
"la licenciatura",1,0,0,0,0,0,0,0,0,0,1
"la raza",1,0,0,0,0,0,0,0,0,0,0
"la realidad",1,0,0,0,0,0,0,0,0,0,0
"la red",1,0,0,1,0,0,0,0,0,0,0
"la risa",1,1,0,1,0,0,0,1,0,0,1
"la seguridad",1,0,0,0,0,0,0,0,0,0,0
"la temperatura",1,0,0,0,0,0,0,0,0,0,0
"laberinto",2,0,0,1,0,0,0,0,0,1,0
"labio",1,0,0,0,0,0,0,0,0,0,0
"labios",1,0,0,0,0,0,0,0,0,0,0
"labor de retazos",1,0,0,0,0,0,0,0,0,0,0
"laboral",1,0,0,0,0,0,0,0,0,0,1
"laboratorio",2,0,0,0,0,0,0,0,0,0,0
"laborioso",2,0,0,0,0,0,0,0,0,1,0
"labranza",1,0,0,0,0,0,0,0,0,0,0
"laca",1,0,0,0,0,0,0,0,0,0,0
"lacrosse",1,0,0,0,0,0,0,0,0,0,0
"lacteos",1,0,0,0,0,0,0,0,0,0,0
"lado",1,0,0,0,0,0,0,0,0,0,0
"ladrar",1,0,1,0,0,0,0,0,0,1,0
"ladrillo",1,0,0,0,0,0,0,0,0,0,0
"ladron",4,0,1,0,1,1,1,1,0,1,0
"lago",2,0,0,0,0,0,0,0,0,0,0
"laguna",1,0,0,0,0,0,0,0,0,0,0
"laicado",1,0,0,0,0,0,0,0,0,0,0
"laicismo",1,0,0,0,0,0,0,0,0,0,0
"laico",1,0,0,0,0,0,0,0,0,0,0
"lama",1,0,0,0,0,0,0,0,0,0,0
"lamentable",2,0,0,0,0,0,1,0,0,1,0
"lamentablemente",1,0,0,0,1,0,1,0,0,1,0
"lamentando",1,0,0,0,0,0,1,0,0,1,0
"lamentandose",1,0,0,0,0,0,1,0,0,0,0
"lamentar",1,0,0,0,0,0,1,0,0,1,0
"lamento",1,0,0,0,1,1,1,0,0,1,0
"lamer",1,0,0,0,1,0,0,0,0,1,0
"lamina",2,0,0,0,0,0,0,0,0,0,0
"laminacion",1,0,0,0,0,0,0,0,0,0,0
"laminado",1,0,0,0,0,0,0,0,0,0,0
"lampara",1,0,0,0,0,0,0,0,0,0,0
"lana",2,0,1,0,1,0,1,0,0,1,0
"lancero",1,0,0,0,0,0,0,0,0,0,0
"langosta",1,0,0,0,0,1,0,0,0,1,0
"languidecer",1,0,0,0,0,0,0,0,0,1,0
"languideciendo",1,0,0,0,0,1,1,0,0,1,0
"languido",1,0,0,0,0,0,0,0,0,1,0
"lanoso",1,0,0,0,0,0,0,0,0,0,0
"lanudo",1,0,0,0,0,0,0,0,0,0,0
"lanza",2,0,1,1,0,1,0,0,0,1,0
"lanza libre",1,0,0,0,0,0,0,0,0,0,0
"lanzadera",1,0,0,0,0,0,0,0,0,0,0
"lanzador",1,0,0,0,0,0,0,0,0,0,0
"lanzar",3,0,0,1,0,0,0,0,0,0,1
"lapices de color",1,0,0,0,0,0,0,0,0,0,0
"lapida mortuoria",1,0,0,0,0,0,0,0,0,0,0
"lapiz",2,0,0,0,0,0,0,0,0,0,0
"lapiz labial",1,0,0,0,0,0,0,0,0,0,0
"lapso",2,0,0,0,0,0,0,0,0,1,0
"largo",4,0,0,1,0,0,0,0,0,0,0
"larguirucho",1,0,0,0,0,0,0,0,0,0,0
"laringe",1,0,0,0,0,0,0,0,0,0,0
"larva",1,0,0,0,0,0,0,0,0,0,0
"las mejillas",1,0,0,0,0,0,0,0,0,0,0
"lascivo",1,0,0,0,1,0,0,0,0,1,0
"laser",1,0,0,0,0,0,0,0,1,0,1
"lastima",1,0,0,0,0,0,1,0,0,0,0
"lastimando",1,0,1,0,0,1,1,0,0,1,0
"lastimero",1,0,0,0,0,0,1,0,0,0,0
"lastre",1,0,0,0,0,0,0,0,0,0,0
"latente",3,0,1,1,1,0,0,1,0,1,0
"lateral",1,0,0,0,0,0,0,0,0,0,0
"lateralmente",1,0,0,0,0,0,0,0,0,0,0
"latex",1,0,0,0,0,0,0,0,0,0,0
"latigazo",1,0,1,0,0,1,0,0,0,1,0
"latigo",1,0,1,0,0,0,0,0,0,1,0
"latitud",1,0,0,0,0,0,0,0,0,0,0
"laton",1,0,0,0,0,0,0,0,0,0,0
"laud",1,0,0,0,0,0,0,0,0,0,0
"laureado",1,0,0,0,0,0,0,0,1,0,1
"laurel",1,0,0,0,0,0,0,0,0,0,1
"laureles",1,1,0,0,0,0,0,0,0,0,1
"lava",1,0,1,0,0,1,0,0,0,1,0
"lavabo",2,0,0,0,1,0,0,0,0,1,0
"lavado",3,0,0,0,0,0,0,0,0,0,0
"lavanda",1,0,0,0,0,0,0,0,0,0,0
"lavar",1,0,0,0,0,0,0,0,0,0,0
"laxante",1,0,0,0,1,1,0,0,0,1,0
"lazo",1,0,0,0,0,0,0,0,0,0,0
"leal",2,1,0,0,0,1,0,1,1,0,1
"lealtad",2,0,0,0,0,0,0,0,1,0,1
"leccion",1,0,0,1,0,0,0,0,1,0,1
"lechada",1,0,0,0,0,0,0,0,0,0,0
"leche",1,0,0,0,0,0,0,0,0,0,0
"lecho",2,0,0,0,0,0,0,0,0,1,0
"lechoso",1,0,0,0,0,0,0,0,0,0,0
"lechuga",1,0,0,0,0,0,0,0,0,0,0
"lector",1,0,0,0,0,0,0,0,0,0,1
"lectura",1,0,0,0,0,0,0,0,0,0,1
"lectura concienzuda",1,0,0,0,0,0,0,0,0,0,0
"leer",1,0,0,0,0,0,0,0,0,0,0
"legado",2,0,0,0,0,0,0,0,1,0,0
"legajo",1,0,0,0,0,0,0,0,0,0,0
"legal",2,0,0,0,0,0,0,0,1,0,1
"legalidad",1,0,0,0,0,0,0,0,0,0,0
"legalizado",1,1,1,0,0,1,0,0,1,0,1
"legalizar",1,0,0,0,0,0,0,0,0,0,0
"legalmente",1,0,0,0,0,0,0,0,0,0,0
"legar",1,0,0,0,0,0,0,0,0,0,0
"legendario",1,0,0,0,0,0,0,0,0,0,1
"legibilidad",1,0,0,0,0,0,0,0,0,0,1
"legible",1,0,0,0,0,0,0,0,0,0,1
"legion",1,0,0,0,0,0,0,0,0,0,0
"legislacion",1,0,0,0,0,0,0,0,0,0,0
"legislador",1,0,0,0,0,0,0,0,1,0,0
"legislar",1,0,0,0,0,0,0,0,0,0,0
"legislativo",1,0,0,0,0,0,0,0,0,0,0
"legislatura",1,0,0,0,0,0,0,0,1,0,0
"legitimidad",1,0,0,0,0,0,0,0,1,0,0
"legitimo",1,0,0,0,0,0,0,0,0,0,1
"legumbre",1,0,0,0,0,0,0,0,0,0,0
"legumbres",1,0,0,0,0,0,0,0,0,0,0
"lejania",1,0,0,0,0,0,0,0,0,0,0
"lejia",1,0,0,0,0,0,0,0,0,0,0
"lejos",1,0,0,0,0,0,0,0,0,0,0
"lema",2,0,0,0,0,0,0,0,0,0,1
"lena",1,0,0,0,0,0,0,0,0,0,0
"lengua",2,0,0,0,0,0,0,0,0,0,0
"lenguado",1,0,0,0,0,0,0,0,0,0,0
"lenguaje",1,0,0,0,0,0,0,0,0,0,0
"lengueta",1,0,1,0,0,0,0,0,0,1,0
"lenidad",1,0,0,0,0,0,0,0,0,0,0
"lenoso",1,0,0,0,0,0,0,0,0,0,0
"lente",2,0,0,0,0,0,0,0,0,0,0
"lentes",1,0,0,0,0,0,0,0,0,0,0
"lentitud",1,0,0,0,0,0,0,0,0,1,0
"lento",2,0,0,0,0,0,1,0,0,1,0
"leon",1,0,0,0,0,1,0,0,0,0,1
"leonado",1,0,0,0,1,0,0,0,0,0,0
"leopardo",2,0,0,0,0,0,0,0,0,0,0
"lepra",1,0,0,0,1,1,1,0,0,1,0
"lesion",1,0,1,0,0,1,1,0,0,1,0
"lesionar",1,0,1,0,0,1,1,0,0,1,0
"letal",1,0,0,0,1,1,1,0,0,1,0
"letania",1,0,0,0,0,0,0,0,0,0,0
"letargico",1,0,0,0,0,0,0,0,0,0,0
"letargo",1,0,0,0,0,0,1,0,0,1,0
"letrado",1,0,0,1,0,0,0,0,1,0,1
"letras",1,0,0,0,0,0,0,0,0,0,0
"letrinas",1,0,0,0,1,0,0,0,0,1,0
"leucemia",1,0,1,0,0,1,1,0,0,1,0
"leva",1,0,0,0,0,0,0,0,0,0,0
"levadura",1,0,0,0,0,0,0,0,0,0,0
"levantamiento",2,0,1,1,0,1,0,0,0,1,0
"levantar",2,0,0,0,0,0,0,0,0,0,0
"leve",1,0,0,0,0,0,0,0,0,0,0
"levemente",1,0,0,0,0,0,0,0,0,0,0
"lexico",1,0,0,0,0,0,0,0,0,0,0
"ley",2,0,0,0,0,0,0,0,1,0,0
"leyenda",1,0,0,0,0,0,0,0,0,0,0
"liberacion",2,1,0,1,0,0,0,1,1,0,1
"liberado",1,0,0,0,0,0,0,0,0,0,0
"liberal",1,0,0,0,0,0,0,0,0,1,1
"liberalismo",1,0,0,0,0,0,0,0,0,0,0
"liberar",2,1,1,1,0,0,0,1,1,0,1
"libertad",2,1,0,1,0,0,0,1,1,0,1
"libertad condicional",2,0,0,1,0,1,1,0,0,0,0
"libertad de accion",1,0,0,0,0,0,0,0,0,0,1
"libertinaje",1,0,0,0,1,1,0,0,0,1,0
"libidinoso",1,0,0,0,0,0,0,0,0,1,0
"libido",1,0,0,0,0,0,0,0,0,0,0
"libra",2,0,1,0,0,0,0,0,0,1,0
"libra esterlina",1,1,1,1,0,0,0,0,1,1,1
"libramiento",1,0,0,0,0,0,0,0,0,0,0
"librar",2,0,0,1,0,0,0,0,0,0,1
"librea",1,0,0,0,0,0,0,0,0,0,0
"libremente",1,1,0,0,0,0,0,0,1,0,1
"libreria",2,0,0,0,0,0,0,0,0,0,1
"librero",1,0,0,0,0,0,0,0,0,0,0
"libresco",1,0,0,0,0,0,0,0,0,0,1
"libreto",1,0,0,0,0,0,0,0,0,0,0
"libro",1,0,0,0,0,0,0,0,0,0,0
"libro de texto",1,0,0,0,0,0,0,0,0,0,0
"libro de trabajo",1,0,0,0,0,0,0,0,0,0,0
"libro en cuarto",1,0,0,0,0,0,0,0,0,0,0
"libro mayor",1,0,0,0,0,0,0,0,0,0,0
"libros",1,0,0,0,0,0,0,0,0,0,0
"licencia",1,0,0,0,0,0,0,0,0,0,0
"licitacion",1,0,0,0,0,0,0,0,0,0,0
"licitador",1,0,0,0,0,0,0,0,0,0,0
"licor",1,0,0,0,0,0,0,0,0,0,0
"licorera",1,0,0,0,0,0,0,0,0,0,0
"licuado",1,0,0,0,0,0,0,0,0,0,0
"licuefaccion",1,0,0,0,0,0,0,0,0,0,0
"lider",1,0,0,0,0,0,0,0,1,0,1
"liebre",1,0,0,0,0,0,0,0,0,0,0
"lienzo",1,0,0,0,0,0,0,0,0,0,0
"liga",2,0,0,0,0,0,0,0,0,0,1
"ligadura",1,0,0,0,0,0,0,0,0,0,0
"ligamento",1,0,0,0,0,0,0,0,0,0,0
"ligar",1,1,0,1,0,0,0,1,1,1,1
"ligereza",1,0,0,0,0,0,0,0,0,0,0
"lijadora",1,0,0,0,0,0,0,0,0,0,0
"lila",1,0,0,0,0,0,0,0,0,0,0
"limaduras",1,0,0,0,0,0,0,0,0,0,0
"limbo",1,0,0,0,0,0,0,0,0,0,0
"limitacion",1,0,0,0,0,0,0,0,0,0,0
"limitado",1,0,1,0,0,0,1,0,0,1,0
"limite",2,0,0,0,0,0,0,0,0,0,0
"limites",1,0,0,0,0,0,0,0,0,0,0
"limitrofe",1,0,0,0,0,0,0,0,0,0,0
"limo",2,0,0,0,1,0,0,0,0,0,0
"limon",1,0,0,0,1,0,0,0,0,1,0
"limosna",1,0,0,0,0,0,1,0,0,1,0
"limpiamente",1,0,0,0,0,0,0,0,0,0,1
"limpiar",1,0,0,0,0,0,0,0,0,0,1
"limpieza",3,0,0,0,0,0,0,0,0,0,1
"limpieza interna",1,0,0,0,0,0,0,0,0,0,1
"limpio",1,1,0,0,0,0,0,0,1,0,1
"limusina",1,0,0,0,0,0,0,0,0,0,0
"lin",1,0,0,0,0,0,0,0,0,0,0
"linaje",1,0,0,0,0,0,0,0,0,0,0
"lince",1,0,0,0,0,0,0,0,0,0,0
"linchar",1,0,1,0,1,1,1,0,0,1,0
"lindo",1,0,0,0,0,0,0,0,0,0,1
"linea",1,0,0,0,0,0,0,0,0,0,0
"lineal",2,0,0,0,0,0,0,0,0,0,0
"lineas",1,0,0,0,0,1,0,0,0,0,0
"linfa",1,0,0,0,0,0,0,0,0,0,0
"linfatico",1,0,0,0,0,0,0,0,0,0,0
"lingote",1,0,0,0,0,0,0,0,0,0,0
"lingual",1,0,0,0,0,0,0,0,0,0,0
"linguista",1,0,0,0,0,0,0,0,1,0,1
"linguistica",1,0,0,0,0,0,0,0,0,0,0
"linguistico",1,0,0,0,0,0,0,0,0,0,0
"lino",1,0,0,0,0,0,0,0,0,0,0
"linoleo",1,0,0,0,0,0,0,0,0,0,0
"linterna",2,0,0,0,0,0,0,0,0,0,0
"liquen",1,0,0,0,0,0,0,0,0,0,0
"liquidacion",1,0,0,0,0,0,0,0,0,0,0
"liquidador",1,0,0,0,0,0,0,0,0,0,0
"liquidar",1,0,0,0,0,0,0,0,0,0,0
"liquidez",1,0,0,0,0,0,0,0,0,0,0
"liquido",2,0,0,0,0,0,0,0,0,0,0
"lira",1,1,0,0,0,0,0,0,0,0,1
"lirica",1,0,0,0,0,0,0,0,0,0,0
"lirico",1,1,0,0,0,0,0,0,0,0,1
"lirio",1,0,0,0,0,0,0,0,0,0,0
"lisiado",2,0,0,0,0,1,1,0,0,1,0
"lista",3,0,0,0,0,0,0,0,1,0,1
"lista de verificacion",1,0,0,0,0,0,0,0,1,0,1
"listado",1,0,0,0,0,0,0,0,0,0,0
"listo",1,0,0,1,0,0,0,0,0,0,0
"litera",1,0,0,0,0,0,0,0,0,0,0
"literal",1,0,0,0,0,0,0,0,0,0,0
"literalmente",1,0,0,0,0,0,0,0,0,0,0
"literario",1,0,0,0,0,0,0,0,0,0,0
"literatura",1,0,0,0,0,0,0,0,0,0,0
"litigante",1,0,0,0,0,0,0,0,0,1,0
"litigar",1,0,1,1,1,1,1,0,0,1,0
"litigio",1,0,0,0,0,0,0,0,0,1,0
"litigioso",1,0,1,0,1,0,0,0,0,1,0
"litografia",2,0,0,0,0,0,0,0,0,0,0
"litologia",1,0,0,0,0,0,0,0,0,0,0
"litoral",2,0,0,0,0,0,0,0,0,0,0
"litosfera",1,0,0,0,0,0,0,0,0,0,0
"liturgia",1,0,0,0,0,0,0,0,0,0,0
"livido",1,0,1,0,1,0,0,0,0,1,0
"llaga gangrenosa",1,0,1,0,1,0,0,0,0,1,0
"llama",1,0,0,0,0,0,0,0,0,0,0
"llamadas",1,0,0,1,0,0,0,0,1,1,0
"llamar",2,0,0,0,0,0,0,0,0,0,0
"llamarada",1,0,0,0,0,0,0,0,0,0,0
"llamativo",2,0,0,0,1,0,0,1,0,1,0
"llameante",1,0,0,0,0,0,0,0,0,0,0
"llanto",1,0,0,0,0,0,1,0,0,0,0
"llanura",1,0,0,0,0,0,0,0,0,0,0
"llave",1,0,0,0,0,0,0,0,0,0,0
"llave inglesa",1,0,0,0,0,0,0,0,0,1,0
"llavero",1,0,0,0,0,0,0,0,0,0,0
"llegada",1,0,0,1,0,0,0,0,0,0,0
"llegar",1,0,0,1,0,0,0,0,0,0,0
"llenar",1,0,0,0,0,0,0,0,1,0,0
